date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:32:51	5142/5142	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2267e47efe-239b%22	https://themewagon.github.io/robots.txt		(from )
13:32:51	55590/55590	---M-Z	200	added ('OK')	text/html	etag:W/%226742bef9-d926%22	https://themewagon.github.io/iLanding/	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/index.html	(from )
13:32:51	1156/1156	---M--	200	added ('OK')	image/png	etag:%226742bef9-484%22	https://themewagon.github.io/iLanding/assets/img/favicon.png	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/img/favicon.png	(from https://themewagon.github.io/iLanding/)
13:32:52	7489/7489	---M--	200	added ('OK')	image/png	etag:%226742bef9-1d41%22	https://themewagon.github.io/iLanding/assets/img/apple-touch-icon.png	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/img/apple-touch-icon.png	(from https://themewagon.github.io/iLanding/)
13:32:54	232803/232803	---M-Z	200	added ('OK')	text/css	etag:W/%226742bef9-38d63%22	https://themewagon.github.io/iLanding/assets/vendor/bootstrap/css/bootstrap.min.css	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/vendor/bootstrap/css/bootstrap.min.css	(from https://themewagon.github.io/iLanding/)
13:32:55	98255/98255	---M-Z	200	added ('OK')	text/css	etag:W/%226742bef9-17fcf%22	https://themewagon.github.io/iLanding/assets/vendor/bootstrap-icons/bootstrap-icons.css	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/vendor/bootstrap-icons/bootstrap-icons.css	(from https://themewagon.github.io/iLanding/)
13:32:55	28765/28765	---M-Z	200	added ('OK')	text/css	etag:W/%226742bef9-705d%22	https://themewagon.github.io/iLanding/assets/vendor/aos/aos.css	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/vendor/aos/aos.css	(from https://themewagon.github.io/iLanding/)
13:32:56	13749/13749	---M-Z	200	added ('OK')	text/css	etag:W/%226742bef9-35b5%22	https://themewagon.github.io/iLanding/assets/vendor/glightbox/css/glightbox.min.css	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/vendor/glightbox/css/glightbox.min.css	(from https://themewagon.github.io/iLanding/)
13:32:57	18458/18458	---M-Z	200	added ('OK')	text/css	etag:W/%226742bef9-481a%22	https://themewagon.github.io/iLanding/assets/vendor/swiper/swiper-bundle.min.css	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/vendor/swiper/swiper-bundle.min.css	(from https://themewagon.github.io/iLanding/)
13:32:58	47823/47823	---M-Z	200	added ('OK')	text/css	etag:W/%226742bef9-bacf%22	https://themewagon.github.io/iLanding/assets/css/main.css	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/assets/css/main.css	(from https://themewagon.github.io/iLanding/)
13:33:00	55590/55590	---M-Z	200	added ('OK')	text/html	etag:W/%226742bef9-d926%22	https://themewagon.github.io/iLanding/index.html	/home/maquiz/New_Templates/ilanding/themewagon.github.io/iLanding/index-2.html	(from https://themewagon.github.io/iLanding/)
